368731.81755,4961385.12507,114.098336927
368732.27406,4961385.32909,114.087081553
368732.730591,4961385.53307,114.076216636
368733.187143,4961385.73699,114.065742176
368733.643716,4961385.94087,114.055658173
368734.100311,4961386.14469,114.045964627
368734.556926,4961386.34847,114.036661538
368735.013562,4961386.5522,114.027748906
368735.470219,4961386.75589,114.019226732
368735.926897,4961386.95952,114.011095014
368736.383596,4961387.16311,114.003353753
368736.840317,4961387.36665,113.99600295
368737.297058,4961387.57013,113.989042603
368737.75382,4961387.77358,113.982472713
368738.210604,4961387.97697,113.976293281
368738.667408,4961388.18031,113.970504305
368739.124233,4961388.38361,113.965105787
368739.58108,4961388.58686,113.960097726
368740.037947,4961388.79005,113.955480121
368740.494836,4961388.99321,113.951252974
368740.951745,4961389.19631,113.947416284
368741.408676,4961389.39936,113.94397005
368741.865627,4961389.60237,113.940914274
368742.3226,4961389.80532,113.938248955
368742.779593,4961390.00823,113.935974093
368743.236608,4961390.21109,113.934089688
368743.693643,4961390.41391,113.93259574
368744.1507,4961390.61667,113.931492249
368744.607778,4961390.81939,113.930779215
368745.064876,4961391.02205,113.930456638
368745.521996,4961391.22467,113.930524518
368745.979137,4961391.42724,113.930982855
368746.436299,4961391.62976,113.93183165
368746.893481,4961391.83224,113.933070901
368747.350685,4961392.03466,113.934700609
368747.80791,4961392.23704,113.936720774
368748.265156,4961392.43937,113.939131397
368748.722423,4961392.64165,113.941932476
368749.179711,4961392.84388,113.945124013
368749.63702,4961393.04606,113.948706006
368750.09435,4961393.2482,113.952678457
368750.551701,4961393.45029,113.957041364
368751.009073,4961393.65232,113.961794729
368751.466466,4961393.85431,113.96693855
368751.92388,4961394.05626,113.972472829
368752.381315,4961394.25815,113.978397565
368752.838771,4961394.45999,113.984712758
368753.296248,4961394.66179,113.991418407
368753.753746,4961394.86354,113.998514514
368754.211265,4961395.06524,114.006001078
368754.668806,4961395.26689,114.013878099
368755.126367,4961395.46849,114.022145577
368755.583949,4961395.67005,114.030803512
368756.041552,4961395.87155,114.039851904
368756.499177,4961396.07301,114.049290753
368756.956822,4961396.27442,114.059120059
368757.414488,4961396.47578,114.069339822
368757.872176,4961396.6771,114.079950042
368758.329884,4961396.87836,114.09095072
368758.787614,4961397.07958,114.102341854
368759.245364,4961397.28075,114.114123445
368759.703135,4961397.48186,114.126295493
368760.160928,4961397.68294,114.138857999
368760.618741,4961397.88396,114.151810961
368761.076576,4961398.08493,114.165154381
368761.534432,4961398.28586,114.178888257
368761.992308,4961398.48674,114.193012591
368762.450206,4961398.68757,114.207527381
368762.908124,4961398.88835,114.222432629
368763.366064,4961399.08908,114.237728334
368763.824025,4961399.28976,114.253414495
368764.282007,4961399.4904,114.269491114
368764.740009,4961399.69099,114.28595819
368765.198033,4961399.89153,114.302815723
368765.656078,4961400.09202,114.320063712
368766.114144,4961400.29246,114.337702159
368766.57223,4961400.49285,114.355731063
368767.030338,4961400.6932,114.374150424
368767.488467,4961400.8935,114.392960242
368767.946617,4961401.09375,114.412160517
368768.404788,4961401.29395,114.431751249
368768.86298,4961401.4941,114.451732439
368769.321193,4961401.6942,114.472104085
368769.779427,4961401.89426,114.492866188
368770.237682,4961402.09426,114.514018748
368770.695958,4961402.29422,114.535561765
368771.154255,4961402.49413,114.55749524
368771.612573,4961402.694,114.579819171
368772.070912,4961402.89381,114.60253356
368772.529273,4961403.09358,114.625638405
368772.987654,4961403.29329,114.649133707
368773.446056,4961403.49296,114.673019467
368773.904479,4961403.69258,114.697295684
368774.362923,4961403.89215,114.721962357
368774.821389,4961404.09168,114.747019488
368775.279875,4961404.29115,114.772467075
368775.738382,4961404.49058,114.79830512
368776.196911,4961404.68996,114.824533622
368776.65546,4961404.88929,114.851152581
368777.114031,4961405.08857,114.878161997
368777.572622,4961405.2878,114.905561869
368778.031234,4961405.48699,114.933352199
368778.489868,4961405.68612,114.961532986
368778.948522,4961405.88521,114.99010423
368779.407198,4961406.08425,115.019065931
368779.865894,4961406.28324,115.048418089
368780.324612,4961406.48219,115.078160704
368780.783351,4961406.68108,115.108293777
368781.24211,4961406.87993,115.138817306
368781.700891,4961407.07873,115.169731292
368782.159693,4961407.27747,115.201035735
368782.618515,4961407.47618,115.232730636
368783.077359,4961407.67483,115.264815993
368783.536224,4961407.87343,115.297291807
368783.995109,4961408.07199,115.330158079
368784.454016,4961408.2705,115.363414807
368784.912944,4961408.46896,115.397061993
368785.371893,4961408.66737,115.431099635
368785.830863,4961408.86573,115.465527735
368786.289854,4961409.06405,115.500346291
368786.748866,4961409.26231,115.535555305
368787.207898,4961409.46053,115.571154776
368787.666952,4961409.6587,115.607144703
368788.126027,4961409.85682,115.643525088
368788.585123,4961410.05489,115.68029593
368789.04424,4961410.25292,115.717457229
368789.503379,4961410.45089,115.755008985
368789.962538,4961410.64882,115.792951198
368790.421718,4961410.8467,115.831283868
368790.880919,4961411.04453,115.870006995
368791.340141,4961411.24231,115.909120579
368791.799384,4961411.44005,115.94862462
368792.258648,4961411.63773,115.988519118
368792.717934,4961411.83537,116.028804073
368793.17724,4961412.03296,116.069479485
368793.636567,4961412.2305,116.110545355
368794.095915,4961412.42799,116.152001681
368794.555285,4961412.62544,116.193848464
368795.014675,4961412.82283,116.236085705
368795.474087,4961413.02018,116.278713402
368795.933519,4961413.21748,116.321731556
368796.392972,4961413.41473,116.365140168
368796.852447,4961413.61193,116.408939236
368797.311942,4961413.80908,116.453128762
368797.771459,4961414.00619,116.497708745
