367735.33044,4958836.1472,116.779344425
367735.159079,4958836.61692,116.748235858
367734.987719,4958837.08664,116.717503476
367734.81636,4958837.55636,116.687147278
367734.645001,4958838.02608,116.657167266
367734.473642,4958838.4958,116.627563437
367734.302283,4958838.96552,116.598335794
367734.130925,4958839.43524,116.569484335
367733.959567,4958839.90496,116.541009061
367733.78821,4958840.37468,116.512909972
367733.616852,4958840.8444,116.485187067
367733.445496,4958841.31412,116.457840347
367733.274139,4958841.78384,116.430869811
367733.102783,4958842.25356,116.404275461
367732.931428,4958842.72328,116.378057295
367732.760072,4958843.193,116.352215314
367732.588717,4958843.66272,116.326749517
367732.417363,4958844.13244,116.301659905
367732.246009,4958844.60217,116.276946478
367732.074655,4958845.07189,116.252609236
367731.903301,4958845.54161,116.228648178
367731.731948,4958846.01133,116.205063305
367731.560595,4958846.48105,116.181854617
367731.389243,4958846.95077,116.159022113
367731.217891,4958847.4205,116.136565794
367731.046539,4958847.89022,116.11448566
367730.875188,4958848.35994,116.09278171
367730.703837,4958848.82966,116.071453945
367730.532487,4958849.29939,116.050502365
367730.361136,4958849.76911,116.02992697
367730.189786,4958850.23883,116.009727759
367730.018437,4958850.70856,115.989904733
367729.847088,4958851.17828,115.970457891
367729.675739,4958851.648,115.951387235
367729.504391,4958852.11773,115.932692762
367729.333043,4958852.58745,115.914374475
367729.161695,4958853.05717,115.896432373
367728.990348,4958853.5269,115.878866455
367728.819001,4958853.99662,115.861676721
367728.647654,4958854.46635,115.844863173
367728.476308,4958854.93607,115.828425809
367728.304962,4958855.4058,115.81236463
367728.133616,4958855.87552,115.796679635
367727.962271,4958856.34524,115.781370826
367727.790927,4958856.81497,115.766438201
367727.619582,4958857.28469,115.75188176
367727.448238,4958857.75442,115.737701505
367727.276894,4958858.22414,115.723897434
367727.105551,4958858.69387,115.710469547
367726.934208,4958859.1636,115.697417846
367726.762865,4958859.63332,115.684742329
367726.591523,4958860.10305,115.672442997
367726.420181,4958860.57277,115.660519849
367726.24884,4958861.0425,115.648972887
367726.077499,4958861.51223,115.637802109
367725.906158,4958861.98195,115.627007515
367725.734817,4958862.45168,115.616589106
367725.563477,4958862.92141,115.606546882
367725.392138,4958863.39113,115.596880843
367725.220798,4958863.86086,115.587590989
367725.049459,4958864.33059,115.578677319
367724.878121,4958864.80031,115.570139833
367724.706782,4958865.27004,115.561978533
367724.535445,4958865.73977,115.554193417
367724.364107,4958866.20949,115.546784486
367724.19277,4958866.67922,115.53975174
367724.021433,4958867.14895,115.533095178
367723.850097,4958867.61868,115.526814801
367723.67876,4958868.08841,115.520910608
367723.507425,4958868.55813,115.515382601
367723.336089,4958869.02786,115.510230778
