10.0,367736.2245323878,4958836.47189998,116.913
11.0,367707.15153238777,4958916.526899979,117.06400000000001
100.0,368732.1545323878,4961384.34989998,114.09
101.0,368798.3075323878,4961413.10789998,116.563
112.0,368871.0425323878,4961447.35889998,116.96300000000001
102.0,368835.2215323878,4961367.5898999795,124.095
103.0,368895.4215323878,4961342.47289998,119.889
106.0,368757.2435323878,4961633.1748999795,119.833
107.0,368770.4485323878,4961739.09389998,122.172
110.0,368851.35253238777,4962058.98789998,128.989
111.0,368880.3345323878,4962112.628899979,131.953
114.0,369040.97353238775,4961527.95489998,120.465
115.0,369136.2675323878,4961569.30689998,118.91
117.0,369326.01053238777,4961625.68889998,119.194
118.0,369421.0795323878,4961653.92789998,120.24600000000001
119.0,369511.9415323878,4961672.86889998,121.295
12.0,367674.2805323878,4959010.77189998,116.33200000000001
13.0,367638.5355323878,4959089.0838999795,115.593
120.0,369608.9115323878,4961692.68289998,124.928
121.0,369627.3295323878,4961684.077899979,125.623
126.0,369884.1835323878,4961467.48289998,128.826
127.0,369875.65253238776,4961494.88289998,131.732
14.0,367595.8465323878,4959182.11389998,114.093
137.0,370557.1505323878,4961293.47789998,137.668
138.0,370640.23453238775,4961252.009899979,137.13400000000001
141.0,370746.0735323878,4961304.36489998,143.681
142.0,370812.69653238775,4961396.77589998,140.849
146.0,371010.6995323878,4961725.77789998,135.376
147.0,371062.1915323878,4961810.86489998,139.05100000000002
149.0,370879.4065323878,4961116.05789998,140.855
150.0,370948.39753238775,4961066.185899979,142.28900000000002
151.0,371027.65753238776,4961009.73889998,144.441
152.0,370985.74953238777,4960937.28189998,144.92600000000002
153.0,370946.1945323878,4960868.73789998,143.275
154.0,370902.15853238775,4960793.912899979,144.345
16.0,367508.79353238776,4959366.94789998,117.217
236.0,367521.9365323878,4959374.61489998,116.46600000000001
160.0,371009.84853238775,4960665.38989998,144.306
161.0,371040.02253238775,4960596.98389998,144.889
162.0,371087.14053238777,4960490.93489998,145.221
163.0,371113.9095323878,4960429.86589998,145.544
164.0,371159.1285323878,4960327.58689998,146.794
168.0,371314.56453238777,4960965.92089998,143.698
169.0,371412.35853238776,4960951.04289998,144.561
170.0,371509.77753238776,4960936.01189998,145.103
173.0,371750.83253238775,4960938.66389998,149.596
174.0,371804.86453238776,4960951.57589998,151.718
178.0,371820.03753238777,4960664.26389998,153.632
179.0,371825.0085323878,4960571.9988999795,153.79500000000002
180.0,371830.6375323878,4960480.92689998,156.297
181.0,371802.9035323878,4960391.19589998,161.632
182.0,371778.82553238777,4960317.30289998,167.357
183.0,371754.97753238777,4960248.13989998,167.829
188.0,372139.0195323878,4960994.9248999795,154.63400000000001
189.0,372193.27253238775,4960995.70089998,157.207
196.0,372785.0725323878,4961118.43389998,167.78300000000002
197.0,372902.1445323878,4961122.54789998,171.056
202.0,373028.6765323878,4961245.685899979,170.03300000000002
203.0,373020.02653238777,4961312.56289998,162.242
207.0,372827.01153238775,4961516.86289998,174.191
208.0,372743.5035323878,4961491.96889998,170.579
209.0,372647.5465323878,4961506.90489998,168.544
210.0,372554.63553238777,4961523.23889998,166.974
211.0,372493.46153238777,4961541.65389998,165.925
212.0,372419.13053238776,4961560.58489998,164.786
216.0,370247.05953238776,4961357.40689998,129.88400000000001
217.0,370255.91953238775,4961330.95989998,131.951
225.0,367992.5785323878,4961837.5498999795,142.589
226.0,367986.6755323878,4961929.72989998,132.123
228.0,367974.1445323878,4962140.054899979,143.538
229.0,367967.91853238776,4962247.05989998,148.192
230.0,367964.1655323878,4962307.72489998,149.548
243.0,367920.9865323878,4958605.8568999795,117.50200000000001
244.0,367887.17453238775,4958547.2088999795,121.62700000000001
249.0,367802.9585323878,4958098.29189998,157.48
250.0,367793.7025323878,4958052.49589998,163.702
25.0,367053.1765323878,4959918.3398999795,110.808
26.0,366997.5015323878,4959958.54589998,109.708
251.0,367732.9275323878,4958010.59889998,167.829
252.0,367694.15153238777,4957983.25089998,168.942
254.0,367619.9445323878,4957836.4648999795,166.585
255.0,367585.0235323878,4957762.78489998,171.953
256.0,367537.9915323878,4957695.86389998,179.498
257.0,367492.6175323878,4957631.92289998,190.243
27.0,366916.8655323878,4960016.90989998,110.525
260.0,367371.25553238776,4957459.33089998,201.418
