371191.37759,4956739.28206,180.0414278

371191.874938,4956739.33348,180.049855509

371192.372285,4956739.38492,180.058729835

371192.869632,4956739.43636,180.068050776

371193.366979,4956739.4878,180.077818332

371193.864325,4956739.53925,180.088032504

371194.36167,4956739.59071,180.098693292

371194.859015,4956739.64217,180.109800696

371195.356359,4956739.69363,180.121354715

371195.853703,4956739.7451,180.13335535

371196.351046,4956739.79658,180.145802601

371196.848389,4956739.84806,180.158696467

371197.345731,4956739.89955,180.172036949

371197.843072,4956739.95104,180.185824047

371198.340413,4956740.00253,180.20005776

371198.837754,4956740.05404,180.214738089

371199.335094,4956740.10555,180.229865034

371199.832433,4956740.15706,180.245438594

371200.329772,4956740.20858,180.26145877

371200.82711,4956740.2601,180.277925562

371201.324448,4956740.31163,180.294838969

371201.821785,4956740.36317,180.312198992

371202.319121,4956740.4147,180.330005631

371202.816457,4956740.46625,180.348258885

371203.313793,4956740.5178,180.366958755

371203.811128,4956740.56936,180.386105241

371204.308462,4956740.62092,180.405698342

371204.805796,4956740.67248,180.425738059

371205.303129,4956740.72406,180.446224392

371205.800462,4956740.77563,180.46715734

371206.297794,4956740.82722,180.488536904

371206.795125,4956740.8788,180.510363084

371207.292456,4956740.9304,180.532635879

371207.789787,4956740.98199,180.55535529

371208.287117,4956741.0336,180.578521317

371208.784446,4956741.08521,180.60213396

371209.281775,4956741.13682,180.626193218

371209.779103,4956741.18844,180.650699091

371210.276431,4956741.24007,180.675651581

371210.773758,4956741.2917,180.701050686

371211.271085,4956741.34333,180.726896406

371211.768411,4956741.39497,180.753188743

371212.265736,4956741.44662,180.779927695

371212.763061,4956741.49827,180.807113262

371213.260386,4956741.54993,180.834745446

371213.75771,4956741.60159,180.862824245

371214.255033,4956741.65326,180.89134966

371214.752356,4956741.70493,180.92032169

371215.249678,4956741.75661,180.949740336

371215.747,4956741.80829,180.979605598

371216.244321,4956741.85998,181.009917475

371216.741641,4956741.91167,181.040675968

371217.238961,4956741.96337,181.071881077

371217.736281,4956742.01508,181.103532801

371218.2336,4956742.06679,181.135631141

371218.730918,4956742.1185,181.168176097

371219.228236,4956742.17022,181.201167668

371219.725553,4956742.22195,181.234605856

371220.22287,4956742.27368,181.268490658

371220.720186,4956742.32542,181.302822077

371221.217501,4956742.37716,181.337600111

371221.714816,4956742.42891,181.37282476

371222.212131,4956742.48066,181.408496026

371222.709445,4956742.53242,181.444613907

371223.206758,4956742.58418,181.481178404

371223.704071,4956742.63595,181.518189516

371224.201383,4956742.68772,181.555647244

371224.698695,4956742.7395,181.593551588

371225.196006,4956742.79129,181.631902547

371225.693317,4956742.84308,181.670700122

371226.190627,4956742.89487,181.709944313

371226.687936,4956742.94667,181.74963512

371227.185245,4956742.99848,181.789772542

371227.682554,4956743.05029,181.830356579

371228.179862,4956743.1021,181.871387233

371228.677169,4956743.15393,181.912864502

371229.174476,4956743.20575,181.954788387

371229.671782,4956743.25758,181.997158887

371230.169088,4956743.30942,182.039976003

371230.666393,4956743.36126,182.083239735

371231.163697,4956743.41311,182.126950082

371231.661001,4956743.46497,182.171107045

371232.158305,4956743.51683,182.215710624

371232.655608,4956743.56869,182.260760819

371233.15291,4956743.62056,182.306257629

